Period,Futures price (₹/kilogram),Spot price (₹/kilogram),expiration,Time_to_Maturity,Futures_theoretical,Futures_theoretical_round,Deviation,Percentage_deviation,Percentage_deviation_round,Basis,Backwardation,actual<theoretical_futures_price,,,,,,,,,,,,,
14-12-17,1648.9,1875.8,13-01-18,0.082191781,1885.073368,1885.1,-236.2,-12.52983927,-12.5,226.9,Yes,Yes,,,,,,,,,,,,,
15-12-17,1583,1784.2,14-01-18,0.082191781,1793.020526,1793,-210,-11.71221417,-11.7,201.2,Yes,Yes,,,,,,,,,,,,,
16-12-17,1583,1784.2,15-01-18,0.082191781,1793.020526,1793,-210,-11.71221417,-11.7,201.2,Yes,Yes,,,,,,,,,,,,,
17-12-17,1583,1784.2,16-01-18,0.082191781,1793.020526,1793,-210,-11.71221417,-11.7,201.2,Yes,Yes,,,,,,,,,,,,,
18-12-17,1604.1,1781.2,17-01-18,0.082191781,1790.005695,1790,-185.9,-10.38547486,-10.4,177.1,Yes,Yes,,,,,,,,,,,,,
19-12-17,1664.6,1854.9,18-01-18,0.082191781,1864.070045,1864.1,-199.5,-10.70221555,-10.7,190.3,Yes,Yes,,,,,,,,,,,,,
20-12-17,1598.1,1807,19-01-18,0.082191781,1815.933242,1815.9,-217.8,-11.99405254,-12,208.9,Yes,Yes,,,,,,,,,,,,,
21-12-17,1657.5,1821.4,20-01-18,0.082191781,1830.404431,1830.4,-172.9,-9.446022727,-9.4,163.9,Yes,Yes,,,,,,,,,,,,,
22-12-17,1657.6,1896.7,21-01-18,0.082191781,1906.076691,1906.1,-248.5,-13.03709144,-13,239.1,Yes,Yes,,,,,,,,,,,,,
23-12-17,1657.6,1896.7,22-01-18,0.082191781,1906.076691,1906.1,-248.5,-13.03709144,-13,239.1,Yes,Yes,,,,,,,,,,,,,
24-12-17,1657.6,1896.7,23-01-18,0.082191781,1906.076691,1906.1,-248.5,-13.03709144,-13,239.1,Yes,Yes,,,,,,,,,,,,,
25-12-17,1657.6,1896.7,24-01-18,0.082191781,1906.076691,1906.1,-248.5,-13.03709144,-13,239.1,Yes,Yes,,,,,,,,,,,,,
26-12-17,1644.7,1898.2,25-01-18,0.082191781,1907.584106,1907.6,-262.9,-13.78171524,-13.8,253.5,Yes,Yes,,,,,,,,,,,,,
27-12-17,1682.9,1909.3,26-01-18,0.082191781,1918.738981,1918.7,-235.8,-12.28957106,-12.3,226.4,Yes,Yes,,,,,,,,,,,,,
28-12-17,1745.8,1990.7,27-01-18,0.082191781,2000.541397,2000.5,-254.7,-12.73181705,-12.7,244.9,Yes,Yes,,,,,,,,,,,,,
29-12-17,1757.1,2012.7,28-01-18,0.082191781,2022.650158,2022.7,-265.6,-13.13096356,-13.1,255.6,Yes,Yes,,,,,,,,,,,,,
30-12-17,1757.1,2012.7,29-01-18,0.082191781,2022.650158,2022.7,-265.6,-13.13096356,-13.1,255.6,Yes,Yes,,,,,,,,,,,,,
31-12-17,1757.1,2012.7,30-01-18,0.082191781,2022.650158,2022.7,-265.6,-13.13096356,-13.1,255.6,Yes,Yes,,,,,,,,,,,,,
01-01-18,1643.8,1850,31-01-18,0.082191781,1859.14582,1859.1,-215.3,-11.58087247,-11.6,206.2,Yes,Yes,,,,,,,,,,,,,
02-01-18,1578.1,1844.7,01-02-18,0.082191781,1853.819619,1853.8,-275.7,-14.87215449,-14.9,266.6,Yes,Yes,,,,,,,,,,,,,
03-01-18,1622.2,1868,02-02-18,0.082191781,1877.234807,1877.2,-255,-13.58406137,-13.6,245.8,Yes,Yes,,,,,,,,,,,,,
04-01-18,1659.2,1954.9,03-02-18,0.082191781,1964.564413,1964.6,-305.4,-15.54514914,-15.5,295.7,Yes,Yes,,,,,,,,,,,,,
05-01-18,1671.8,1949,04-02-18,0.082191781,1958.635245,1958.6,-286.8,-14.64311243,-14.6,277.2,Yes,Yes,,,,,,,,,,,,,
06-01-18,1671.8,1949,05-02-18,0.082191781,1958.635245,1958.6,-286.8,-14.64311243,-14.6,277.2,Yes,Yes,,,,,,,,,,,,,
07-01-18,1671.8,1949,06-02-18,0.082191781,1958.635245,1958.6,-286.8,-14.64311243,-14.6,277.2,Yes,Yes,,,,,,,,,,,,,
08-01-18,1643.8,1882.9,07-02-18,0.082191781,1892.208468,1892.2,-248.4,-13.12757637,-13.1,239.1,Yes,Yes,,,,,,,,,,,,,
09-01-18,1609.7,1894.6,08-02-18,0.082191781,1903.966309,1904,-294.3,-15.45693277,-15.5,284.9,Yes,Yes,,,,,,,,,,,,,
10-01-18,1625,1891.5,09-02-18,0.082191781,1900.850983,1900.9,-275.9,-14.51417749,-14.5,266.5,Yes,Yes,,,,,,,,,,,,,
11-01-18,1670.1,1938.5,10-02-18,0.082191781,1948.083337,1948.1,-278,-14.27031467,-14.3,268.4,Yes,Yes,,,,,,,,,,,,,
12-01-18,1657.4,1927.9,11-02-18,0.082191781,1937.430934,1937.4,-280,-14.45235883,-14.5,270.5,Yes,Yes,,,,,,,,,,,,,
13-01-18,1657.4,1927.9,12-02-18,0.082191781,1937.430934,1937.4,-280,-14.45235883,-14.5,270.5,Yes,Yes,,,,,,,,,,,,,
14-01-18,1657.4,1927.9,13-02-18,0.082191781,1937.430934,1937.4,-280,-14.45235883,-14.5,270.5,Yes,Yes,,,,,,,,,,,,,
15-01-18,1595,1883.8,14-02-18,0.082191781,1893.112917,1893.1,-298.1,-15.74665892,-15.7,288.8,Yes,Yes,,,,,,,,,,,,,
16-01-18,1555.3,1805.8,15-02-18,0.082191781,1814.72731,1814.7,-259.4,-14.29437373,-14.3,250.5,Yes,Yes,,,,,,,,,,,,,
17-01-18,1581.8,1849.1,16-02-18,0.082191781,1858.241371,1858.2,-276.4,-14.87460984,-14.9,267.3,Yes,Yes,,,,,,,,,,,,,
18-01-18,1521.3,1804.4,17-02-18,0.082191781,1813.320388,1813.3,-292,-16.10323719,-16.1,283.1,Yes,Yes,,,,,,,,,,,,,
19-01-18,1543.3,1817,18-02-18,0.082191781,1825.982679,1826,-282.7,-15.48192771,-15.5,273.7,Yes,Yes,,,,,,,,,,,,,
20-01-18,1543.3,1817,19-02-18,0.082191781,1825.982679,1826,-282.7,-15.48192771,-15.5,273.7,Yes,Yes,,,,,,,,,,,,,
21-01-18,1543.3,1817,20-02-18,0.082191781,1825.982679,1826,-282.7,-15.48192771,-15.5,273.7,Yes,Yes,,,,,,,,,,,,,
22-01-18,1507,1799.7,21-02-18,0.082191781,1808.597153,1808.6,-301.6,-16.6758819,-16.7,292.7,Yes,Yes,,,,,,,,,,,,,
23-01-18,1533.7,1796.9,22-02-18,0.082191781,1805.783311,1805.8,-272.1,-15.06811386,-15.1,263.2,Yes,Yes,,,,,,,,,,,,,
24-01-18,1502.3,1778.3,23-02-18,0.082191781,1787.091358,1787.1,-284.8,-15.93643333,-15.9,276,Yes,Yes,,,,,,,,,,,,,
25-01-18,1505.2,1746.9,24-02-18,0.082191781,1755.536126,1755.5,-250.3,-14.25804614,-14.3,241.7,Yes,Yes,,,,,,,,,,,,,
26-01-18,1505.2,1746.9,25-02-18,0.082191781,1755.536126,1755.5,-250.3,-14.25804614,-14.3,241.7,Yes,Yes,,,,,,,,,,,,,
27-01-18,1505.2,1746.9,26-02-18,0.082191781,1755.536126,1755.5,-250.3,-14.25804614,-14.3,241.7,Yes,Yes,,,,,,,,,,,,,
28-01-18,1505.2,1746.9,27-02-18,0.082191781,1755.536126,1755.5,-250.3,-14.25804614,-14.3,241.7,Yes,Yes,,,,,,,,,,,,,
29-01-18,1529.4,1767.5,28-02-18,0.082191781,1776.237966,1776.2,-246.8,-13.89483166,-13.9,238.1,Yes,Yes,,,,,,,,,,,,,
30-01-18,1506.9,1756.2,01-03-18,0.082191781,1764.882103,1764.9,-258,-14.61839198,-14.6,249.3,Yes,Yes,,,,,,,,,,,,,
31-01-18,1519.6,1767.6,02-03-18,0.082191781,1776.338461,1776.3,-256.7,-14.45138772,-14.5,248,Yes,Yes,,,,,,,,,,,,,
01-02-18,1565.4,1817.9,03-03-18,0.082191781,1826.887128,1826.9,-261.5,-14.31386502,-14.3,252.5,Yes,Yes,,,,,,,,,,,,,
02-02-18,1571.7,1851.6,04-03-18,0.082191781,1860.75373,1860.8,-289.1,-15.53632846,-15.5,279.9,Yes,Yes,,,,,,,,,,,,,
03-02-18,1571.7,1851.6,05-03-18,0.082191781,1860.75373,1860.8,-289.1,-15.53632846,-15.5,279.9,Yes,Yes,,,,,,,,,,,,,
04-02-18,1571.7,1851.6,06-03-18,0.082191781,1860.75373,1860.8,-289.1,-15.53632846,-15.5,279.9,Yes,Yes,,,,,,,,,,,,,
05-02-18,1508.9,1768.1,07-03-18,0.082191781,1776.840933,1776.8,-267.9,-15.07766772,-15.1,259.2,Yes,Yes,,,,,,,,,,,,,
06-02-18,1501.4,1758.1,08-03-18,0.082191781,1766.791496,1766.8,-265.4,-15.02150781,-15,256.7,Yes,Yes,,,,,,,,,,,,,
07-02-18,1446.6,1715.5,09-03-18,0.082191781,1723.980895,1724,-277.4,-16.09048724,-16.1,268.9,Yes,Yes,,,,,,,,,,,,,
08-02-18,1414,1679.1,10-03-18,0.082191781,1687.400944,1687.4,-273.4,-16.20244163,-16.2,265.1,Yes,Yes,,,,,,,,,,,,,
09-02-18,1436.5,1673.3,11-03-18,0.082191781,1681.572271,1681.6,-245.1,-14.57540438,-14.6,236.8,Yes,Yes,,,,,,,,,,,,,
10-02-18,1436.5,1673.3,12-03-18,0.082191781,1681.572271,1681.6,-245.1,-14.57540438,-14.6,236.8,Yes,Yes,,,,,,,,,,,,,
11-02-18,1436.5,1673.3,13-03-18,0.082191781,1681.572271,1681.6,-245.1,-14.57540438,-14.6,236.8,Yes,Yes,,,,,,,,,,,,,
12-02-18,1434.2,1674.4,14-03-18,0.082191781,1682.677709,1682.7,-248.5,-14.76793249,-14.8,240.2,Yes,Yes,,,,,,,,,,,,,
13-02-18,1434.2,1674.4,15-03-18,0.082191781,1682.677709,1682.7,-248.5,-14.76793249,-14.8,240.2,Yes,Yes,,,,,,,,,,,,,
14-02-18,1382.6,1623.6,16-03-18,0.082191781,1631.62657,1631.6,-249,-15.26109341,-15.3,241,Yes,Yes,,,,,,,,,,,,,
15-02-18,1346.2,1568.4,17-03-18,0.082191781,1576.153678,1576.2,-230,-14.59205685,-14.6,222.2,Yes,Yes,,,,,,,,,,,,,
16-02-18,1356,1535.8,18-03-18,0.082191781,1543.392514,1543.4,-187.4,-12.1420241,-12.1,179.8,Yes,Yes,,,,,,,,,,,,,
17-02-18,1356,1535.8,19-03-18,0.082191781,1543.392514,1543.4,-187.4,-12.1420241,-12.1,179.8,Yes,Yes,,,,,,,,,,,,,
18-02-18,1356,1535.8,20-03-18,0.082191781,1543.392514,1543.4,-187.4,-12.1420241,-12.1,179.8,Yes,Yes,,,,,,,,,,,,,
19-02-18,1315.4,1493,21-03-18,0.082191781,1500.380924,1500.4,-185,-12.33004532,-12.3,177.6,Yes,Yes,,,,,,,,,,,,,
20-02-18,1262.9,1426.4,22-03-18,0.082191781,1433.451675,1433.5,-170.6,-11.90094175,-11.9,163.5,Yes,Yes,,,,,,,,,,,,,
21-02-18,1289.7,1475.6,23-03-18,0.082191781,1482.894904,1482.9,-193.2,-13.02852519,-13,185.9,Yes,Yes,,,,,,,,,,,,,
22-02-18,1251.1,1437.6,24-03-18,0.082191781,1444.707044,1444.7,-193.6,-13.40070603,-13.4,186.5,Yes,Yes,,,,,,,,,,,,,
23-02-18,1283.3,1472.3,25-03-18,0.082191781,1479.57859,1479.6,-196.3,-13.26709922,-13.3,189,Yes,Yes,,,,,,,,,,,,,
24-02-18,1283.3,1472.3,26-03-18,0.082191781,1479.57859,1479.6,-196.3,-13.26709922,-13.3,189,Yes,Yes,,,,,,,,,,,,,
25-02-18,1283.3,1472.3,27-03-18,0.082191781,1479.57859,1479.6,-196.3,-13.26709922,-13.3,189,Yes,Yes,,,,,,,,,,,,,
26-02-18,1317.3,1498.2,28-03-18,0.082191781,1505.606631,1505.6,-188.3,-12.50664187,-12.5,180.9,Yes,Yes,,,,,,,,,,,,,
27-02-18,1279.5,1519,29-03-18,0.082191781,1526.50946,1526.5,-247,-16.18080576,-16.2,239.5,Yes,Yes,,,,,,,,,,,,,
28-02-18,1285.5,1495.6,30-03-18,0.082191781,1502.993778,1503,-217.5,-14.47105788,-14.5,210.1,Yes,Yes,,,,,,,,,,,,,
01-03-18,1278.1,1498.3,31-03-18,0.082191781,1505.707126,1505.7,-227.6,-15.11589294,-15.1,220.2,Yes,Yes,,,,,,,,,,,,,
02-03-18,1278.1,1498.3,01-04-18,0.082191781,1505.707126,1505.7,-227.6,-15.11589294,-15.1,220.2,Yes,Yes,,,,,,,,,,,,,
03-03-18,1278.1,1498.3,02-04-18,0.082191781,1505.707126,1505.7,-227.6,-15.11589294,-15.1,220.2,Yes,Yes,,,,,,,,,,,,,
04-03-18,1278.1,1498.3,03-04-18,0.082191781,1505.707126,1505.7,-227.6,-15.11589294,-15.1,220.2,Yes,Yes,,,,,,,,,,,,,
05-03-18,1250.2,1482.4,04-04-18,0.082191781,1489.728521,1489.7,-239.5,-16.0770625,-16.1,232.2,Yes,Yes,,,,,,,,,,,,,
06-03-18,1235.3,1460.8,05-04-18,0.082191781,1468.021738,1468,-232.7,-15.85149864,-15.9,225.5,Yes,Yes,,,,,,,,,,,,,
07-03-18,1210.5,1445,06-04-18,0.082191781,1452.143627,1452.1,-241.6,-16.63797259,-16.6,234.5,Yes,Yes,,,,,,,,,,,,,
08-03-18,1239.5,1441.6,07-04-18,0.082191781,1448.726819,1448.7,-209.2,-14.44053289,-14.4,202.1,Yes,Yes,,,,,,,,,,,,,
09-03-18,1214.9,1433.7,08-04-18,0.082191781,1440.787764,1440.8,-225.9,-15.67878956,-15.7,218.8,Yes,Yes,,,,,,,,,,,,,
10-03-18,1214.9,1433.7,09-04-18,0.082191781,1440.787764,1440.8,-225.9,-15.67878956,-15.7,218.8,Yes,Yes,,,,,,,,,,,,,
11-03-18,1214.9,1433.7,10-04-18,0.082191781,1440.787764,1440.8,-225.9,-15.67878956,-15.7,218.8,Yes,Yes,,,,,,,,,,,,,
12-03-18,1228.5,1418.7,11-04-18,0.082191781,1425.713608,1425.7,-197.2,-13.83180192,-13.8,190.2,Yes,Yes,,,,,,,,,,,,,
13-03-18,1182.9,1386.5,12-04-18,0.082191781,1393.354422,1393.4,-210.5,-15.10693268,-15.1,203.6,Yes,Yes,,,,,,,,,,,,,
14-03-18,1157,1360.1,13-04-18,0.082191781,1366.823908,1366.8,-209.8,-15.34972198,-15.3,203.1,Yes,Yes,,,,,,,,,,,,,
15-03-18,1160.3,1362.9,14-04-18,0.082191781,1369.637751,1369.6,-209.3,-15.28183411,-15.3,202.6,Yes,Yes,,,,,,,,,,,,,
16-03-18,1206.7,1403.1,15-04-18,0.082191781,1410.036487,1410,-203.3,-14.41843972,-14.4,196.4,Yes,Yes,,,,,,,,,,,,,
17-03-18,1206.7,1403.1,16-04-18,0.082191781,1410.036487,1410,-203.3,-14.41843972,-14.4,196.4,Yes,Yes,,,,,,,,,,,,,
18-03-18,1206.7,1403.1,17-04-18,0.082191781,1410.036487,1410,-203.3,-14.41843972,-14.4,196.4,Yes,Yes,,,,,,,,,,,,,
19-03-18,1189.1,1398.6,18-04-18,0.082191781,1405.51424,1405.5,-216.4,-15.39665599,-15.4,209.5,Yes,Yes,,,,,,,,,,,,,
20-03-18,1235.4,1416.6,19-04-18,0.082191781,1423.603227,1423.6,-188.2,-13.22000562,-13.2,181.2,Yes,Yes,,,,,,,,,,,,,
21-03-18,1278,1429.3,20-04-18,0.082191781,1436.366011,1436.4,-158.4,-11.02756892,-11,151.3,Yes,Yes,,,,,,,,,,,,,
22-03-18,1329.1,1498.9,21-04-18,0.082191781,1506.310092,1506.3,-177.2,-11.76392485,-11.8,169.8,Yes,Yes,,,,,,,,,,,,,
23-03-18,1380.3,1478.3,22-04-18,0.082191781,1485.608252,1485.6,-105.3,-7.088045234,-7.1,98,Yes,Yes,,,,,,,,,,,,,
24-03-18,1380.3,1478.3,23-04-18,0.082191781,1485.608252,1485.6,-105.3,-7.088045234,-7.1,98,Yes,Yes,,,,,,,,,,,,,
25-03-18,1380.3,1478.3,24-04-18,0.082191781,1485.608252,1485.6,-105.3,-7.088045234,-7.1,98,Yes,Yes,,,,,,,,,,,,,
26-03-18,1435.2,1462.5,25-04-18,0.082191781,1469.730142,1469.7,-34.5,-2.34741784,-2.3,27.3,Yes,Yes,,,,,,,,,,,,,
27-03-18,1477.2,1483.2,26-04-18,0.082191781,1490.532476,1490.5,-13.3,-0.892318014,-0.9,6,Yes,Yes,,,,,,,,,,,,,
28-03-18,1512.6,1479.1,27-04-18,0.082191781,1486.412207,1486.4,26.2,1.762648009,1.8,-33.5,No,No,,,,,,,,,,,,,
29-03-18,1318.5,1479.1,28-04-18,0.082191781,1486.412207,1486.4,-167.9,-11.29574812,-11.3,160.6,Yes,Yes,,,,,,,,,,,,,
30-03-18,1318.5,1479.1,29-04-18,0.082191781,1486.412207,1486.4,-167.9,-11.29574812,-11.3,160.6,Yes,Yes,,,,,,,,,,,,,
31-03-18,1318.5,1479.1,30-04-18,0.082191781,1486.412207,1486.4,-167.9,-11.29574812,-11.3,160.6,Yes,Yes,,,,,,,,,,,,,
01-04-18,1318.5,1479.1,01-05-18,0.082191781,1486.412207,1486.4,-167.9,-11.29574812,-11.3,160.6,Yes,Yes,,,,,,,,,,,,,
02-04-18,1371.2,1526.6,02-05-18,0.082191781,1534.147032,1534.1,-162.9,-10.61860374,-10.6,155.4,Yes,Yes,,,,,,,,,,,,,
03-04-18,1425.7,1585.9,03-05-18,0.082191781,1593.740193,1593.7,-168,-10.54150718,-10.5,160.2,Yes,Yes,,,,,,,,,,,,,
04-04-18,1403.5,1520.3,04-05-18,0.082191781,1527.815887,1527.8,-124.3,-8.13588166,-8.1,116.8,Yes,Yes,,,,,,,,,,,,,
05-04-18,1456.8,1566.6,05-05-18,0.082191781,1574.34478,1574.3,-117.5,-7.463634631,-7.5,109.8,Yes,Yes,,,,,,,,,,,,,
06-04-18,1419.6,1551.2,06-05-18,0.082191781,1558.868647,1558.9,-139.3,-8.935788056,-8.9,131.6,Yes,Yes,,,,,,,,,,,,,
07-04-18,1419.6,1551.2,07-05-18,0.082191781,1558.868647,1558.9,-139.3,-8.935788056,-8.9,131.6,Yes,Yes,,,,,,,,,,,,,
08-04-18,1419.6,1551.2,08-05-18,0.082191781,1558.868647,1558.9,-139.3,-8.935788056,-8.9,131.6,Yes,Yes,,,,,,,,,,,,,
09-04-18,1377.8,1524.8,09-05-18,0.082191781,1532.338134,1532.3,-154.5,-10.08288194,-10.1,147,Yes,Yes,,,,,,,,,,,,,
10-04-18,1412.6,1541.9,10-05-18,0.082191781,1549.522671,1549.5,-136.9,-8.835108099,-8.8,129.3,Yes,Yes,,,,,,,,,,,,,
11-04-18,1433.3,1525.5,11-05-18,0.082191781,1533.041594,1533,-99.7,-6.503587736,-6.5,92.2,Yes,Yes,,,,,,,,,,,,,
12-04-18,1418.8,1543.2,12-05-18,0.082191781,1550.829097,1550.8,-132,-8.511735878,-8.5,124.4,Yes,Yes,,,,,,,,,,,,,
13-04-18,1407.8,1533,13-05-18,0.082191781,1540.578672,1540.6,-132.8,-8.620018175,-8.6,125.2,Yes,Yes,,,,,,,,,,,,,
14-04-18,1407.8,1533,14-05-18,0.082191781,1540.578672,1540.6,-132.8,-8.620018175,-8.6,125.2,Yes,Yes,,,,,,,,,,,,,
15-04-18,1407.8,1533,15-05-18,0.082191781,1540.578672,1540.6,-132.8,-8.620018175,-8.6,125.2,Yes,Yes,,,,,,,,,,,,,
16-04-18,1442.1,1544.8,16-05-18,0.082191781,1552.437007,1552.4,-110.3,-7.105127544,-7.1,102.7,Yes,Yes,,,,,,,,,,,,,
17-04-18,1461.5,1536.9,17-05-18,0.082191781,1544.497952,1544.5,-83,-5.373907413,-5.4,75.4,Yes,Yes,,,,,,,,,,,,,
18-04-18,1436.4,1513,18-05-18,0.082191781,1520.479798,1520.5,-84.1,-5.531075304,-5.5,76.6,Yes,Yes,,,,,,,,,,,,,
19-04-18,1415.5,1473.9,19-05-18,0.082191781,1481.1865,1481.2,-65.7,-4.435592763,-4.4,58.4,Yes,Yes,,,,,,,,,,,,,
20-04-18,1394.5,1408.9,20-05-18,0.082191781,1415.86516,1415.9,-21.4,-1.511406173,-1.5,14.4,Yes,Yes,,,,,,,,,,,,,
21-04-18,1394.5,1408.9,21-05-18,0.082191781,1415.86516,1415.9,-21.4,-1.511406173,-1.5,14.4,Yes,Yes,,,,,,,,,,,,,
22-04-18,1394.5,1408.9,22-05-18,0.082191781,1415.86516,1415.9,-21.4,-1.511406173,-1.5,14.4,Yes,Yes,,,,,,,,,,,,,
23-04-18,1450.2,1462.1,23-05-18,0.082191781,1469.328164,1469.3,-19.1,-1.299938746,-1.3,11.9,Yes,Yes,,,,,,,,,,,,,
24-04-18,1481.7,1456.8,24-05-18,0.082191781,1464.001963,1464,17.7,1.209016393,1.2,-24.9,No,No,,,,,,,,,,,,,
25-04-18,1504.8,1479.3,25-05-18,0.082191781,1486.613196,1486.6,18.2,1.224270147,1.2,-25.5,No,No,,,,,,,,,,,,,
26-04-18,1493.3,1450.6,26-05-18,0.082191781,1457.771312,1457.8,35.5,2.435176293,2.4,-42.7,No,No,,,,,,,,,,,,,
27-04-18,1499.6,1467.6,27-05-18,0.082191781,1474.855355,1474.9,24.7,1.674689809,1.7,-32,No,No,,,,,,,,,,,,,
28-04-18,1499.6,1467.6,28-05-18,0.082191781,1474.855355,1474.9,24.7,1.674689809,1.7,-32,No,No,,,,,,,,,,,,,
29-04-18,1499.6,1467.6,29-05-18,0.082191781,1474.855355,1474.9,24.7,1.674689809,1.7,-32,No,No,,,,,,,,,,,,,
30-04-18,1497.1,1470.4,30-05-18,0.082191781,1477.669197,1477.7,19.4,1.312851052,1.3,-26.7,No,No,,,,,,,,,,,,,
01-05-18,1281.9,1470.4,31-05-18,0.082191781,1477.669197,1477.7,-195.8,-13.25032145,-13.3,188.5,Yes,Yes,,,,,,,,,,,,,
02-05-18,1289.9,1474,01-06-18,0.082191781,1481.286994,1481.3,-191.4,-12.92108283,-12.9,184.1,Yes,Yes,,,,,,,,,,,,,
03-05-18,1277.4,1471.1,02-06-18,0.082191781,1478.372658,1478.4,-201,-13.59577922,-13.6,193.7,Yes,Yes,,,,,,,,,,,,,
04-05-18,1300.3,1464.5,03-06-18,0.082191781,1471.740029,1471.7,-171.4,-11.64639533,-11.6,164.2,Yes,Yes,,,,,,,,,,,,,
05-05-18,1300.3,1464.5,04-06-18,0.082191781,1471.740029,1471.7,-171.4,-11.64639533,-11.6,164.2,Yes,Yes,,,,,,,,,,,,,
06-05-18,1300.3,1464.5,05-06-18,0.082191781,1471.740029,1471.7,-171.4,-11.64639533,-11.6,164.2,Yes,Yes,,,,,,,,,,,,,
07-05-18,1352.3,1516,06-06-18,0.082191781,1523.494629,1523.5,-171.2,-11.23728257,-11.2,163.7,Yes,Yes,,,,,,,,,,,,,
08-05-18,1370.3,1522.3,07-06-18,0.082191781,1529.825774,1529.8,-159.5,-10.4261995,-10.4,152,Yes,Yes,,,,,,,,,,,,,
09-05-18,1393.1,1529.7,08-06-18,0.082191781,1537.262358,1537.3,-144.2,-9.380081962,-9.4,136.6,Yes,Yes,,,,,,,,,,,,,
10-05-18,1388.6,1521.8,09-06-18,0.082191781,1529.323302,1529.3,-140.7,-9.200287713,-9.2,133.2,Yes,Yes,,,,,,,,,,,,,
11-05-18,1333.2,1494.3,10-06-18,0.082191781,1501.687351,1501.7,-168.5,-11.22061663,-11.2,161.1,Yes,Yes,,,,,,,,,,,,,
12-05-18,1333.2,1494.3,11-06-18,0.082191781,1501.687351,1501.7,-168.5,-11.22061663,-11.2,161.1,Yes,Yes,,,,,,,,,,,,,
13-05-18,1333.2,1494.3,12-06-18,0.082191781,1501.687351,1501.7,-168.5,-11.22061663,-11.2,161.1,Yes,Yes,,,,,,,,,,,,,
14-05-18,1280.1,1432.4,13-06-18,0.082191781,1439.481337,1439.5,-159.4,-11.07328934,-11.1,152.3,Yes,Yes,,,,,,,,,,,,,
15-05-18,1304.8,1462.2,14-06-18,0.082191781,1469.428659,1469.4,-164.6,-11.2018511,-11.2,157.4,Yes,Yes,,,,,,,,,,,,,
16-05-18,1338.9,1491.5,15-06-18,0.082191781,1498.873509,1498.9,-160,-10.67449463,-10.7,152.6,Yes,Yes,,,,,,,,,,,,,
17-05-18,1294.6,1475.3,16-06-18,0.082191781,1482.593421,1482.6,-188,-12.68042628,-12.7,180.7,Yes,Yes,,,,,,,,,,,,,
18-05-18,1323.6,1483,17-06-18,0.082191781,1490.331487,1490.3,-166.7,-11.18566732,-11.2,159.4,Yes,Yes,,,,,,,,,,,,,
19-05-18,1323.6,1483,18-06-18,0.082191781,1490.331487,1490.3,-166.7,-11.18566732,-11.2,159.4,Yes,Yes,,,,,,,,,,,,,
20-05-18,1323.6,1483,19-06-18,0.082191781,1490.331487,1490.3,-166.7,-11.18566732,-11.2,159.4,Yes,Yes,,,,,,,,,,,,,
21-05-18,1314.9,1458.7,20-06-18,0.082191781,1465.911356,1465.9,-151,-10.30083907,-10.3,143.8,Yes,Yes,,,,,,,,,,,,,
22-05-18,1266.6,1418.7,21-06-18,0.082191781,1425.713608,1425.7,-159.1,-11.15943046,-11.2,152.1,Yes,Yes,,,,,,,,,,,,,
23-05-18,1249.1,1369,22-06-18,0.082191781,1375.767907,1375.8,-126.7,-9.209187382,-9.2,119.9,Yes,Yes,,,,,,,,,,,,,
24-05-18,1298.6,1379.5,23-06-18,0.082191781,1386.319816,1386.3,-87.7,-6.326192022,-6.3,80.9,Yes,Yes,,,,,,,,,,,,,
25-05-18,1338,1369.7,24-06-18,0.082191781,1376.471368,1376.5,-38.5,-2.796948783,-2.8,31.7,Yes,Yes,,,,,,,,,,,,,
26-05-18,1338,1369.7,25-06-18,0.082191781,1376.471368,1376.5,-38.5,-2.796948783,-2.8,31.7,Yes,Yes,,,,,,,,,,,,,
27-05-18,1338,1369.7,26-06-18,0.082191781,1376.471368,1376.5,-38.5,-2.796948783,-2.8,31.7,Yes,Yes,,,,,,,,,,,,,
28-05-18,1295,1317.7,27-06-18,0.082191781,1324.214296,1324.2,-29.2,-2.205104969,-2.2,22.7,Yes,Yes,,,,,,,,,,,,,
29-05-18,1302.2,1301.8,28-06-18,0.082191781,1308.235691,1308.2,-6,-0.458645467,-0.5,-0.4,No,Yes,,,,,,,,,,,,,
30-05-18,1294.4,1309,29-06-18,0.082191781,1315.471286,1315.5,-21.1,-1.60395287,-1.6,14.6,Yes,Yes,,,,,,,,,,,,,
31-05-18,1258.4,1306.2,30-06-18,0.082191781,1312.657444,1312.7,-54.3,-4.136512531,-4.1,47.8,Yes,Yes,,,,,,,,,,,,,
01-06-18,1150.7,1338.4,01-07-18,0.082191781,1345.01663,1345,-194.3,-14.44609665,-14.4,187.7,Yes,Yes,,,,,,,,,,,,,
02-06-18,1150.7,1338.4,02-07-18,0.082191781,1345.01663,1345,-194.3,-14.44609665,-14.4,187.7,Yes,Yes,,,,,,,,,,,,,
03-06-18,1150.7,1338.4,03-07-18,0.082191781,1345.01663,1345,-194.3,-14.44609665,-14.4,187.7,Yes,Yes,,,,,,,,,,,,,
04-06-18,1159.3,1353.4,04-07-18,0.082191781,1360.090786,1360.1,-200.8,-14.76362032,-14.8,194.1,Yes,Yes,,,,,,,,,,,,,
05-06-18,1204.3,1366.5,05-07-18,0.082191781,1373.255548,1373.3,-169,-12.30612394,-12.3,162.2,Yes,Yes,,,,,,,,,,,,,
