Period,Futures price (₹/kilogram),Spot price (₹/kilogram),expiration,Time_to_Maturity,Futures_theoretical,Futures_theoretical_round,Deviation,Percentage_deviation,Percentage_deviation_round,Basis,Backwardation,actual<theoretical_futures_price,,,,,,,,,,,,,
08-05-20,1175.8,1295.1,07-06-20,0.082191781,1301.502569,1301.5,-125.7,-9.658086823,-9.7,119.3,Yes,Yes,,,,,,,,,,,,,
09-05-20,1175.8,1295.1,08-06-20,0.082191781,1301.502569,1301.5,-125.7,-9.658086823,-9.7,119.3,Yes,Yes,,,,,,,,,,,,,
10-05-20,1175.8,1295.1,09-06-20,0.082191781,1301.502569,1301.5,-125.7,-9.658086823,-9.7,119.3,Yes,Yes,,,,,,,,,,,,,
11-05-20,1168.3,1295.1,10-06-20,0.082191781,1301.502569,1301.5,-133.2,-10.23434499,-10.2,126.8,Yes,Yes,,,,,,,,,,,,,
12-05-20,1142.1,1295.1,11-06-20,0.082191781,1301.502569,1301.5,-159.4,-12.24740684,-12.2,153,Yes,Yes,,,,,,,,,,,,,
13-05-20,1144.2,1295.1,12-06-20,0.082191781,1301.502569,1301.5,-157.3,-12.08605455,-12.1,150.9,Yes,Yes,,,,,,,,,,,,,
14-05-20,1138.9,1295.1,13-06-20,0.082191781,1301.502569,1301.5,-162.6,-12.49327699,-12.5,156.2,Yes,Yes,,,,,,,,,,,,,
15-05-20,1140.3,1295.1,14-06-20,0.082191781,1301.502569,1301.5,-161.2,-12.3857088,-12.4,154.8,Yes,Yes,,,,,,,,,,,,,
16-05-20,1140.3,1295.1,15-06-20,0.082191781,1301.502569,1301.5,-161.2,-12.3857088,-12.4,154.8,Yes,Yes,,,,,,,,,,,,,
17-05-20,1140.3,1295.1,16-06-20,0.082191781,1301.502569,1301.5,-161.2,-12.3857088,-12.4,154.8,Yes,Yes,,,,,,,,,,,,,
18-05-20,1151.2,1295.1,17-06-20,0.082191781,1301.502569,1301.5,-150.3,-11.5482136,-11.5,143.9,Yes,Yes,,,,,,,,,,,,,
19-05-20,1144,1295.1,18-06-20,0.082191781,1301.502569,1301.5,-157.5,-12.10142144,-12.1,151.1,Yes,Yes,,,,,,,,,,,,,
20-05-20,1138,1295.1,19-06-20,0.082191781,1301.502569,1301.5,-163.5,-12.56242797,-12.6,157.1,Yes,Yes,,,,,,,,,,,,,
21-05-20,1139.8,1295.1,20-06-20,0.082191781,1301.502569,1301.5,-161.7,-12.42412601,-12.4,155.3,Yes,Yes,,,,,,,,,,,,,
22-05-20,1148.9,1295.1,21-06-20,0.082191781,1301.502569,1301.5,-152.6,-11.72493277,-11.7,146.2,Yes,Yes,,,,,,,,,,,,,
23-05-20,1148.9,1295.1,22-06-20,0.082191781,1301.502569,1301.5,-152.6,-11.72493277,-11.7,146.2,Yes,Yes,,,,,,,,,,,,,
24-05-20,1148.9,1295.1,23-06-20,0.082191781,1301.502569,1301.5,-152.6,-11.72493277,-11.7,146.2,Yes,Yes,,,,,,,,,,,,,
25-05-20,1148.9,1295.1,24-06-20,0.082191781,1301.502569,1301.5,-152.6,-11.72493277,-11.7,146.2,Yes,Yes,,,,,,,,,,,,,
26-05-20,1137.7,1295.1,25-06-20,0.082191781,1301.502569,1301.5,-163.8,-12.58547829,-12.6,157.4,Yes,Yes,,,,,,,,,,,,,
27-05-20,1150,1295.1,26-06-20,0.082191781,1301.502569,1301.5,-151.5,-11.64041491,-11.6,145.1,Yes,Yes,,,,,,,,,,,,,
28-05-20,1150,1195.3,27-06-20,0.082191781,1201.209189,1201.2,-51.2,-4.262404262,-4.3,45.3,Yes,Yes,,,,,,,,,,,,,
29-05-20,1150,1185.8,28-06-20,0.082191781,1191.662224,1191.7,-41.7,-3.49920282,-3.5,35.8,Yes,Yes,,,,,,,,,,,,,
30-05-20,1150,1185.8,29-06-20,0.082191781,1191.662224,1191.7,-41.7,-3.49920282,-3.5,35.8,Yes,Yes,,,,,,,,,,,,,
31-05-20,1150,1185.8,30-06-20,0.082191781,1191.662224,1191.7,-41.7,-3.49920282,-3.5,35.8,Yes,Yes,,,,,,,,,,,,,
01-06-20,1067.2,1195.6,01-07-20,0.082191781,1201.510672,1201.5,-134.3,-11.17769455,-11.2,128.4,Yes,Yes,,,,,,,,,,,,,
02-06-20,1077,1187.4,02-07-20,0.082191781,1193.270134,1193.3,-116.3,-9.746082293,-9.7,110.4,Yes,Yes,,,,,,,,,,,,,
03-06-20,1100.5,1209.3,03-07-20,0.082191781,1215.2784,1215.3,-114.8,-9.446227269,-9.4,108.8,Yes,Yes,,,,,,,,,,,,,
04-06-20,1102.7,1227.6,04-07-20,0.082191781,1233.66887,1233.7,-131,-10.61846478,-10.6,124.9,Yes,Yes,,,,,,,,,,,,,
05-06-20,1075.5,1193.3,05-07-20,0.082191781,1199.199301,1199.2,-123.7,-10.31521014,-10.3,117.8,Yes,Yes,,,,,,,,,,,,,
06-06-20,1075.5,1193.3,06-07-20,0.082191781,1199.199301,1199.2,-123.7,-10.31521014,-10.3,117.8,Yes,Yes,,,,,,,,,,,,,
07-06-20,1075.5,1193.3,07-07-20,0.082191781,1199.199301,1199.2,-123.7,-10.31521014,-10.3,117.8,Yes,Yes,,,,,,,,,,,,,
08-06-20,1051.1,1149.6,08-07-20,0.082191781,1155.283262,1155.3,-104.2,-9.019302346,-9,98.5,Yes,Yes,,,,,,,,,,,,,
09-06-20,1043.2,1138.3,09-07-20,0.082191781,1143.927399,1143.9,-100.7,-8.803217064,-8.8,95.1,Yes,Yes,,,,,,,,,,,,,
10-06-20,1030.3,1121.1,10-07-20,0.082191781,1126.642367,1126.6,-96.3,-8.547843068,-8.5,90.8,Yes,Yes,,,,,,,,,,,,,
11-06-20,1037,1141.2,11-07-20,0.082191781,1146.841735,1146.8,-109.8,-9.574468085,-9.6,104.2,Yes,Yes,,,,,,,,,,,,,
12-06-20,1019.9,1113.1,12-07-20,0.082191781,1118.602818,1118.6,-98.7,-8.823529412,-8.8,93.2,Yes,Yes,,,,,,,,,,,,,
13-06-20,1019.9,1113.1,13-07-20,0.082191781,1118.602818,1118.6,-98.7,-8.823529412,-8.8,93.2,Yes,Yes,,,,,,,,,,,,,
14-06-20,1019.9,1113.1,14-07-20,0.082191781,1118.602818,1118.6,-98.7,-8.823529412,-8.8,93.2,Yes,Yes,,,,,,,,,,,,,
15-06-20,980.8,1074.1,15-07-20,0.082191781,1079.410014,1079.4,-98.6,-9.134704465,-9.1,93.3,Yes,Yes,,,,,,,,,,,,,
16-06-20,992.7,1075.4,16-07-20,0.082191781,1080.716441,1080.7,-88,-8.142870362,-8.1,82.7,Yes,Yes,,,,,,,,,,,,,
17-06-20,1001,1119.5,17-07-20,0.082191781,1125.034457,1125,-124,-11.02222222,-11,118.5,Yes,Yes,,,,,,,,,,,,,
18-06-20,993.4,1101.4,18-07-20,0.082191781,1106.844977,1106.8,-113.4,-10.24575352,-10.2,108,Yes,Yes,,,,,,,,,,,,,
19-06-20,1006.3,1111.9,19-07-20,0.082191781,1117.396885,1117.4,-111.1,-9.942724181,-9.9,105.6,Yes,Yes,,,,,,,,,,,,,
20-06-20,1006.3,1111.9,20-07-20,0.082191781,1117.396885,1117.4,-111.1,-9.942724181,-9.9,105.6,Yes,Yes,,,,,,,,,,,,,
21-06-20,1006.3,1111.9,21-07-20,0.082191781,1117.396885,1117.4,-111.1,-9.942724181,-9.9,105.6,Yes,Yes,,,,,,,,,,,,,
22-06-20,1003.3,1122,22-07-20,0.082191781,1127.546817,1127.5,-124.2,-11.01552106,-11,118.7,Yes,Yes,,,,,,,,,,,,,
23-06-20,1001.1,1094.9,23-07-20,0.082191781,1100.312843,1100.3,-99.2,-9.015722985,-9,93.8,Yes,Yes,,,,,,,,,,,,,
24-06-20,1001.1,1120.4,24-07-20,0.082191781,1125.938907,1125.9,-124.8,-11.08446576,-11.1,119.3,Yes,Yes,,,,,,,,,,,,,
25-06-20,992.5,1093.9,25-07-20,0.082191781,1099.307899,1099.3,-106.8,-9.715273356,-9.7,101.4,Yes,Yes,,,,,,,,,,,,,
26-06-20,992.5,1080,26-07-20,0.082191781,1085.339182,1085.3,-92.8,-8.550631162,-8.6,87.5,Yes,Yes,,,,,,,,,,,,,
27-06-20,992.5,1080,27-07-20,0.082191781,1085.339182,1085.3,-92.8,-8.550631162,-8.6,87.5,Yes,Yes,,,,,,,,,,,,,
28-06-20,992.5,1080,28-07-20,0.082191781,1085.339182,1085.3,-92.8,-8.550631162,-8.6,87.5,Yes,Yes,,,,,,,,,,,,,
29-06-20,976.7,1081.9,29-07-20,0.082191781,1087.248575,1087.2,-110.5,-10.16372333,-10.2,105.2,Yes,Yes,,,,,,,,,,,,,
30-06-20,980.7,1108.2,30-07-20,0.082191781,1113.678594,1113.7,-133,-11.94217473,-11.9,127.5,Yes,Yes,,,,,,,,,,,,,
01-07-20,981.1,1094.1,31-07-20,0.082191781,1099.508888,1099.5,-118.4,-10.76853115,-10.8,113,Yes,Yes,,,,,,,,,,,,,
02-07-20,990.6,1078.6,01-08-20,0.082191781,1083.932261,1083.9,-93.3,-8.607805148,-8.6,88,Yes,Yes,,,,,,,,,,,,,
03-07-20,989.2,1117.9,02-08-20,0.082191781,1123.426547,1123.4,-134.2,-11.94587858,-11.9,128.7,Yes,Yes,,,,,,,,,,,,,
04-07-20,989.2,1117.9,03-08-20,0.082191781,1123.426547,1123.4,-134.2,-11.94587858,-11.9,128.7,Yes,Yes,,,,,,,,,,,,,
05-07-20,989.2,1117.9,04-08-20,0.082191781,1123.426547,1123.4,-134.2,-11.94587858,-11.9,128.7,Yes,Yes,,,,,,,,,,,,,
06-07-20,978.4,1084,05-08-20,0.082191781,1089.358956,1089.4,-111,-10.18909491,-10.2,105.6,Yes,Yes,,,,,,,,,,,,,
07-07-20,983.5,1092.3,06-08-20,0.082191781,1097.699989,1097.7,-114.2,-10.4035711,-10.4,108.8,Yes,Yes,,,,,,,,,,,,,
08-07-20,982.2,1092.5,07-08-20,0.082191781,1097.900978,1097.9,-115.7,-10.53830039,-10.5,110.3,Yes,Yes,,,,,,,,,,,,,
09-07-20,975,1085,08-08-20,0.082191781,1090.3639,1090.4,-115.4,-10.58327219,-10.6,110,Yes,Yes,,,,,,,,,,,,,
10-07-20,976.9,1093.4,09-08-20,0.082191781,1098.805427,1098.8,-121.9,-11.09392064,-11.1,116.5,Yes,Yes,,,,,,,,,,,,,
11-07-20,976.9,1093.4,10-08-20,0.082191781,1098.805427,1098.8,-121.9,-11.09392064,-11.1,116.5,Yes,Yes,,,,,,,,,,,,,
12-07-20,976.9,1093.4,11-08-20,0.082191781,1098.805427,1098.8,-121.9,-11.09392064,-11.1,116.5,Yes,Yes,,,,,,,,,,,,,
13-07-20,983.7,1093.4,12-08-20,0.082191781,1098.805427,1098.8,-115.1,-10.47506371,-10.5,109.7,Yes,Yes,,,,,,,,,,,,,
14-07-20,980,1093.4,13-08-20,0.082191781,1098.805427,1098.8,-118.8,-10.81179469,-10.8,113.4,Yes,Yes,,,,,,,,,,,,,
15-07-20,974.6,1087.1,14-08-20,0.082191781,1092.474282,1092.5,-117.9,-10.79176201,-10.8,112.5,Yes,Yes,,,,,,,,,,,,,
16-07-20,961.3,1081.6,15-08-20,0.082191781,1086.947092,1086.9,-125.6,-11.5558009,-11.6,120.3,Yes,Yes,,,,,,,,,,,,,
17-07-20,956.5,1098.3,16-08-20,0.082191781,1103.729651,1103.7,-147.2,-13.33695751,-13.3,141.8,Yes,Yes,,,,,,,,,,,,,
18-07-20,956.5,1098.3,17-08-20,0.082191781,1103.729651,1103.7,-147.2,-13.33695751,-13.3,141.8,Yes,Yes,,,,,,,,,,,,,
19-07-20,956.5,1098.3,18-08-20,0.082191781,1103.729651,1103.7,-147.2,-13.33695751,-13.3,141.8,Yes,Yes,,,,,,,,,,,,,
20-07-20,954.9,1098.1,19-08-20,0.082191781,1103.528662,1103.5,-148.6,-13.46624377,-13.5,143.2,Yes,Yes,,,,,,,,,,,,,
21-07-20,939.8,1068.1,20-08-20,0.082191781,1073.380352,1073.4,-133.6,-12.4464319,-12.4,128.3,Yes,Yes,,,,,,,,,,,,,
22-07-20,926.4,1034,21-08-20,0.082191781,1039.111772,1039.1,-112.7,-10.84592436,-10.8,107.6,Yes,Yes,,,,,,,,,,,,,
23-07-20,915.8,1053.3,22-08-20,0.082191781,1058.507185,1058.5,-142.7,-13.48134152,-13.5,137.5,Yes,Yes,,,,,,,,,,,,,
24-07-20,932.8,1044.2,23-08-20,0.082191781,1049.362198,1049.4,-116.6,-11.11111111,-11.1,111.4,Yes,Yes,,,,,,,,,,,,,
25-07-20,932.8,1044.2,24-08-20,0.082191781,1049.362198,1049.4,-116.6,-11.11111111,-11.1,111.4,Yes,Yes,,,,,,,,,,,,,
26-07-20,932.8,1044.2,25-08-20,0.082191781,1049.362198,1049.4,-116.6,-11.11111111,-11.1,111.4,Yes,Yes,,,,,,,,,,,,,
27-07-20,928.1,1068.9,26-08-20,0.082191781,1074.184307,1074.2,-146.1,-13.60081921,-13.6,140.8,Yes,Yes,,,,,,,,,,,,,
28-07-20,920,1058.1,27-08-20,0.082191781,1063.330915,1063.3,-143.3,-13.4769115,-13.5,138.1,Yes,Yes,,,,,,,,,,,,,
29-07-20,919.7,1060.9,28-08-20,0.082191781,1066.144757,1066.1,-146.4,-13.73229528,-13.7,141.2,Yes,Yes,,,,,,,,,,,,,
30-07-20,925,1044,29-08-20,0.082191781,1049.161209,1049.2,-124.2,-11.83759055,-11.8,119,Yes,Yes,,,,,,,,,,,,,
31-07-20,926.5,1072.9,30-08-20,0.082191781,1078.204082,1078.2,-151.7,-14.06974587,-14.1,146.4,Yes,Yes,,,,,,,,,,,,,
01-08-20,926.5,1072.9,31-08-20,0.082191781,1078.204082,1078.2,-151.7,-14.06974587,-14.1,146.4,Yes,Yes,,,,,,,,,,,,,
02-08-20,926.5,1072.9,01-09-20,0.082191781,1078.204082,1078.2,-151.7,-14.06974587,-14.1,146.4,Yes,Yes,,,,,,,,,,,,,
03-08-20,948.4,1072.9,02-09-20,0.082191781,1078.204082,1078.2,-129.8,-12.03858282,-12,124.5,Yes,Yes,,,,,,,,,,,,,
04-08-20,945.6,1054.5,03-09-20,0.082191781,1059.713118,1059.7,-114.1,-10.76719826,-10.8,108.9,Yes,Yes,,,,,,,,,,,,,
05-08-20,954.6,1081.4,04-09-20,0.082191781,1086.746103,1086.7,-132.1,-12.15606883,-12.2,126.8,Yes,Yes,,,,,,,,,,,,,
06-08-20,971.4,1115.7,05-09-20,0.082191781,1121.215671,1121.2,-149.8,-13.36068498,-13.4,144.3,Yes,Yes,,,,,,,,,,,,,
07-08-20,974.7,1117.9,06-09-20,0.082191781,1123.426547,1123.4,-148.7,-13.23660317,-13.2,143.2,Yes,Yes,,,,,,,,,,,,,
08-08-20,974.7,1117.9,07-09-20,0.082191781,1123.426547,1123.4,-148.7,-13.23660317,-13.2,143.2,Yes,Yes,,,,,,,,,,,,,
09-08-20,974.7,1117.9,08-09-20,0.082191781,1123.426547,1123.4,-148.7,-13.23660317,-13.2,143.2,Yes,Yes,,,,,,,,,,,,,
10-08-20,982.7,1106,09-09-20,0.082191781,1111.467718,1111.5,-128.8,-11.58794422,-11.6,123.3,Yes,Yes,,,,,,,,,,,,,
11-08-20,989.3,1119.2,10-09-20,0.082191781,1124.732974,1124.7,-135.4,-12.03876589,-12,129.9,Yes,Yes,,,,,,,,,,,,,
12-08-20,981.5,1119.2,11-09-20,0.082191781,1124.732974,1124.7,-143.2,-12.73228416,-12.7,137.7,Yes,Yes,,,,,,,,,,,,,
13-08-20,978,1113.1,12-09-20,0.082191781,1118.602818,1118.6,-140.6,-12.56928303,-12.6,135.1,Yes,Yes,,,,,,,,,,,,,
14-08-20,976.5,1109.2,13-09-20,0.082191781,1114.683537,1114.7,-138.2,-12.39795461,-12.4,132.7,Yes,Yes,,,,,,,,,,,,,
15-08-20,976.5,1109.2,14-09-20,0.082191781,1114.683537,1114.7,-138.2,-12.39795461,-12.4,132.7,Yes,Yes,,,,,,,,,,,,,
16-08-20,976.5,1109.2,15-09-20,0.082191781,1114.683537,1114.7,-138.2,-12.39795461,-12.4,132.7,Yes,Yes,,,,,,,,,,,,,
17-08-20,983.6,1116.7,16-09-20,0.082191781,1122.220615,1122.2,-138.6,-12.35073962,-12.4,133.1,Yes,Yes,,,,,,,,,,,,,
18-08-20,1002.2,1114.1,17-09-20,0.082191781,1119.607761,1119.6,-117.4,-10.48588782,-10.5,111.9,Yes,Yes,,,,,,,,,,,,,
19-08-20,1004.6,1116.1,18-09-20,0.082191781,1121.617649,1121.6,-117,-10.43152639,-10.4,111.5,Yes,Yes,,,,,,,,,,,,,
20-08-20,1007.6,1117.8,19-09-20,0.082191781,1123.326053,1123.3,-115.7,-10.3000089,-10.3,110.2,Yes,Yes,,,,,,,,,,,,,
21-08-20,1014.7,1157.2,20-09-20,0.082191781,1162.920834,1162.9,-148.2,-12.74400206,-12.7,142.5,Yes,Yes,,,,,,,,,,,,,
22-08-20,1014.7,1157.2,21-09-20,0.082191781,1162.920834,1162.9,-148.2,-12.74400206,-12.7,142.5,Yes,Yes,,,,,,,,,,,,,
23-08-20,1014.7,1157.2,22-09-20,0.082191781,1162.920834,1162.9,-148.2,-12.74400206,-12.7,142.5,Yes,Yes,,,,,,,,,,,,,
24-08-20,1007,1145.4,23-09-20,0.082191781,1151.062499,1151.1,-144.1,-12.5184606,-12.5,138.4,Yes,Yes,,,,,,,,,,,,,
25-08-20,991.5,1148.4,24-09-20,0.082191781,1154.07733,1154.1,-162.6,-14.08890044,-14.1,156.9,Yes,Yes,,,,,,,,,,,,,
26-08-20,990,1131,25-09-20,0.082191781,1136.59131,1136.6,-146.6,-12.89811719,-12.9,141,Yes,Yes,,,,,,,,,,,,,
27-08-20,991,1134.4,26-09-20,0.082191781,1140.008118,1140,-149,-13.07017544,-13.1,143.4,Yes,Yes,,,,,,,,,,,,,
28-08-20,995,1136.4,27-09-20,0.082191781,1142.018006,1142,-147,-12.87215412,-12.9,141.4,Yes,Yes,,,,,,,,,,,,,
29-08-20,995,1136.4,28-09-20,0.082191781,1142.018006,1142,-147,-12.87215412,-12.9,141.4,Yes,Yes,,,,,,,,,,,,,
30-08-20,995,1136.4,29-09-20,0.082191781,1142.018006,1142,-147,-12.87215412,-12.9,141.4,Yes,Yes,,,,,,,,,,,,,
31-08-20,995,1123.9,30-09-20,0.082191781,1129.45621,1129.5,-134.5,-11.90792386,-11.9,128.9,Yes,Yes,,,,,,,,,,,,,
01-09-20,983.7,1123,01-10-20,0.082191781,1128.55176,1128.6,-144.9,-12.83891547,-12.8,139.3,Yes,Yes,,,,,,,,,,,,,
02-09-20,976.5,1100,02-10-20,0.082191781,1105.438055,1105.4,-128.9,-11.66093722,-11.7,123.5,Yes,Yes,,,,,,,,,,,,,
03-09-20,981,1115.6,03-10-20,0.082191781,1121.115177,1121.1,-140.1,-12.49665507,-12.5,134.6,Yes,Yes,,,,,,,,,,,,,
04-09-20,973.8,1111.3,04-10-20,0.082191781,1116.793919,1116.8,-143,-12.80444126,-12.8,137.5,Yes,Yes,,,,,,,,,,,,,
05-09-20,973.8,1111.3,05-10-20,0.082191781,1116.793919,1116.8,-143,-12.80444126,-12.8,137.5,Yes,Yes,,,,,,,,,,,,,
06-09-20,973.8,1111.3,06-10-20,0.082191781,1116.793919,1116.8,-143,-12.80444126,-12.8,137.5,Yes,Yes,,,,,,,,,,,,,
07-09-20,953,1083.6,07-10-20,0.082191781,1088.956979,1089,-136,-12.48852158,-12.5,130.6,Yes,Yes,,,,,,,,,,,,,
08-09-20,944.3,1077,08-10-20,0.082191781,1082.324351,1082.3,-138,-12.75062367,-12.8,132.7,Yes,Yes,,,,,,,,,,,,,
09-09-20,953.2,1117,09-10-20,0.082191781,1122.522098,1122.5,-169.3,-15.08240535,-15.1,163.8,Yes,Yes,,,,,,,,,,,,,
10-09-20,967.3,1106.2,10-10-20,0.082191781,1111.668706,1111.7,-144.4,-12.98911577,-13,138.9,Yes,Yes,,,,,,,,,,,,,
11-09-20,965.4,1108.3,11-10-20,0.082191781,1113.779088,1113.8,-148.4,-13.32375651,-13.3,142.9,Yes,Yes,,,,,,,,,,,,,
12-09-20,965.4,1108.3,12-10-20,0.082191781,1113.779088,1113.8,-148.4,-13.32375651,-13.3,142.9,Yes,Yes,,,,,,,,,,,,,
13-09-20,965.4,1108.3,13-10-20,0.082191781,1113.779088,1113.8,-148.4,-13.32375651,-13.3,142.9,Yes,Yes,,,,,,,,,,,,,
14-09-20,959.9,1086.8,14-10-20,0.082191781,1092.172799,1092.2,-132.3,-12.11316609,-12.1,126.9,Yes,Yes,,,,,,,,,,,,,
15-09-20,962.8,1102,15-10-20,0.082191781,1107.447943,1107.4,-144.6,-13.05761243,-13.1,139.2,Yes,Yes,,,,,,,,,,,,,
16-09-20,965.5,1090.2,16-10-20,0.082191781,1095.589607,1095.6,-130.1,-11.87477181,-11.9,124.7,Yes,Yes,,,,,,,,,,,,,
17-09-20,959.5,1123.8,17-10-20,0.082191781,1129.355715,1129.4,-169.9,-15.04338587,-15,164.3,Yes,Yes,,,,,,,,,,,,,
18-09-20,949.3,1112.6,18-10-20,0.082191781,1118.100346,1118.1,-168.8,-15.09703962,-15.1,163.3,Yes,Yes,,,,,,,,,,,,,
19-09-20,949.3,1112.6,19-10-20,0.082191781,1118.100346,1118.1,-168.8,-15.09703962,-15.1,163.3,Yes,Yes,,,,,,,,,,,,,
20-09-20,949.3,1112.6,20-10-20,0.082191781,1118.100346,1118.1,-168.8,-15.09703962,-15.1,163.3,Yes,Yes,,,,,,,,,,,,,
21-09-20,936.9,1087.6,21-10-20,0.082191781,1092.976754,1093,-156.1,-14.28179323,-14.3,150.7,Yes,Yes,,,,,,,,,,,,,
22-09-20,936.1,1087.9,22-10-20,0.082191781,1093.278237,1093.3,-157.2,-14.37848715,-14.4,151.8,Yes,Yes,,,,,,,,,,,,,
23-09-20,936.6,1084.1,23-10-20,0.082191781,1089.459451,1089.5,-152.9,-14.03396053,-14,147.5,Yes,Yes,,,,,,,,,,,,,
24-09-20,927.7,1091.2,24-10-20,0.082191781,1096.594551,1096.6,-168.9,-15.40215211,-15.4,163.5,Yes,Yes,,,,,,,,,,,,,
25-09-20,927.8,1093.4,25-10-20,0.082191781,1098.805427,1098.8,-171,-15.56243174,-15.6,165.6,Yes,Yes,,,,,,,,,,,,,
26-09-20,927.8,1093.4,26-10-20,0.082191781,1098.805427,1098.8,-171,-15.56243174,-15.6,165.6,Yes,Yes,,,,,,,,,,,,,
27-09-20,927.8,1093.4,27-10-20,0.082191781,1098.805427,1098.8,-171,-15.56243174,-15.6,165.6,Yes,Yes,,,,,,,,,,,,,
28-09-20,927.8,1092.7,28-10-20,0.082191781,1098.101967,1098.1,-170.3,-15.50860577,-15.5,164.9,Yes,Yes,,,,,,,,,,,,,
29-09-20,940,1098.5,29-10-20,0.082191781,1103.93064,1103.9,-163.9,-14.84735936,-14.8,158.5,Yes,Yes,,,,,,,,,,,,,
30-09-20,940,1086.6,30-10-20,0.082191781,1091.97181,1092,-152,-13.91941392,-13.9,146.6,Yes,Yes,,,,,,,,,,,,,
01-10-20,947,1095.9,31-10-20,0.082191781,1101.317786,1101.3,-154.3,-14.01071461,-14,148.9,Yes,Yes,,,,,,,,,,,,,
02-10-20,947,1095.9,01-11-20,0.082191781,1101.317786,1101.3,-154.3,-14.01071461,-14,148.9,Yes,Yes,,,,,,,,,,,,,
03-10-20,947,1095.9,02-11-20,0.082191781,1101.317786,1101.3,-154.3,-14.01071461,-14,148.9,Yes,Yes,,,,,,,,,,,,,
04-10-20,947,1095.9,03-11-20,0.082191781,1101.317786,1101.3,-154.3,-14.01071461,-14,148.9,Yes,Yes,,,,,,,,,,,,,
05-10-20,935.6,1066.3,04-11-20,0.082191781,1071.571453,1071.6,-136,-12.69130272,-12.7,130.7,Yes,Yes,,,,,,,,,,,,,
06-10-20,943.8,1112.1,05-11-20,0.082191781,1117.597874,1117.6,-173.8,-15.5511811,-15.6,168.3,Yes,Yes,,,,,,,,,,,,,
07-10-20,951.1,1116.5,06-11-20,0.082191781,1122.019626,1122,-170.9,-15.23172906,-15.2,165.4,Yes,Yes,,,,,,,,,,,,,
08-10-20,948.3,1116.5,07-11-20,0.082191781,1122.019626,1122,-173.7,-15.48128342,-15.5,168.2,Yes,Yes,,,,,,,,,,,,,
09-10-20,940.4,1091.1,08-11-20,0.082191781,1096.494057,1096.5,-156.1,-14.23620611,-14.2,150.7,Yes,Yes,,,,,,,,,,,,,
10-10-20,940.4,1091.1,09-11-20,0.082191781,1096.494057,1096.5,-156.1,-14.23620611,-14.2,150.7,Yes,Yes,,,,,,,,,,,,,
11-10-20,940.4,1091.1,10-11-20,0.082191781,1096.494057,1096.5,-156.1,-14.23620611,-14.2,150.7,Yes,Yes,,,,,,,,,,,,,
12-10-20,944.2,1090.7,11-11-20,0.082191781,1096.092079,1096.1,-151.9,-13.85822461,-13.9,146.5,Yes,Yes,,,,,,,,,,,,,
13-10-20,946.1,1091.1,12-11-20,0.082191781,1096.494057,1096.5,-150.4,-13.71637027,-13.7,145,Yes,Yes,,,,,,,,,,,,,
14-10-20,945.8,1091.6,13-11-20,0.082191781,1096.996528,1097,-151.2,-13.78304467,-13.8,145.8,Yes,Yes,,,,,,,,,,,,,
15-10-20,943.2,1087.9,14-11-20,0.082191781,1093.278237,1093.3,-150.1,-13.72907711,-13.7,144.7,Yes,Yes,,,,,,,,,,,,,
16-10-20,937.7,1081.9,15-11-20,0.082191781,1087.248575,1087.2,-149.5,-13.75091979,-13.8,144.2,Yes,Yes,,,,,,,,,,,,,
17-10-20,937.7,1081.9,16-11-20,0.082191781,1087.248575,1087.2,-149.5,-13.75091979,-13.8,144.2,Yes,Yes,,,,,,,,,,,,,
18-10-20,937.7,1081.9,17-11-20,0.082191781,1087.248575,1087.2,-149.5,-13.75091979,-13.8,144.2,Yes,Yes,,,,,,,,,,,,,
19-10-20,935.2,1100.9,18-11-20,0.082191781,1106.342505,1106.3,-171.1,-15.46596764,-15.5,165.7,Yes,Yes,,,,,,,,,,,,,
20-10-20,937.9,1076.6,19-11-20,0.082191781,1081.922373,1081.9,-144,-13.30991774,-13.3,138.7,Yes,Yes,,,,,,,,,,,,,
21-10-20,935.9,1099.9,20-11-20,0.082191781,1105.337561,1105.3,-169.4,-15.32615579,-15.3,164,Yes,Yes,,,,,,,,,,,,,
22-10-20,935.8,1077.1,21-11-20,0.082191781,1082.424845,1082.4,-146.6,-13.54397635,-13.5,141.3,Yes,Yes,,,,,,,,,,,,,
23-10-20,923.5,1097.4,22-11-20,0.082191781,1102.825202,1102.8,-179.3,-16.25861444,-16.3,173.9,Yes,Yes,,,,,,,,,,,,,
24-10-20,923.5,1097.4,23-11-20,0.082191781,1102.825202,1102.8,-179.3,-16.25861444,-16.3,173.9,Yes,Yes,,,,,,,,,,,,,
25-10-20,923.5,1097.4,24-11-20,0.082191781,1102.825202,1102.8,-179.3,-16.25861444,-16.3,173.9,Yes,Yes,,,,,,,,,,,,,
26-10-20,927.7,1095.6,25-11-20,0.082191781,1101.016303,1101,-173.3,-15.74023615,-15.7,167.9,Yes,Yes,,,,,,,,,,,,,
27-10-20,927.7,1112.4,26-11-20,0.082191781,1117.899357,1117.9,-190.2,-17.01404419,-17,184.7,Yes,Yes,,,,,,,,,,,,,
28-10-20,937.5,1083.2,27-11-20,0.082191781,1088.555001,1088.6,-151.1,-13.88021312,-13.9,145.7,Yes,Yes,,,,,,,,,,,,,
29-10-20,945,1086.8,28-11-20,0.082191781,1092.172799,1092.2,-147.2,-13.47738509,-13.5,141.8,Yes,Yes,,,,,,,,,,,,,
