Date,Price,Open,High,Low,Vol.,Change %
08-09-2017,"1,203.20","1,205.60","1,218.00","1,200.10",2.96K,-0.19%
07-09-2017,"1,205.50","1,177.50","1,210.00","1,177.40",3.36K,2.29%
06-09-2017,"1,178.50","1,179.00","1,180.50","1,167.60",2.36K,-0.14%
05-09-2017,"1,180.20","1,182.90","1,184.90","1,174.10",1.62K,0.03%
04-09-2017,"1,179.90","1,193.90","1,195.00","1,176.40",1.98K,-1.90%
01-09-2017,"1,202.80","1,195.30","1,212.20","1,195.00",2.54K,2.16%
31-08-2017,"1,177.40","1,176.50","1,187.90","1,174.30",0.25K,0.55%
30-08-2017,"1,171.00","1,169.00","1,178.20","1,166.30",0.49K,0.24%
29-08-2017,"1,168.20","1,152.10","1,169.40","1,142.40",0.53K,1.15%
28-08-2017,"1,154.90","1,155.10","1,165.00","1,151.50",1.31K,-0.77%
24-08-2017,"1,163.90","1,179.20","1,179.20","1,150.00",2.39K,-1.61%
23-08-2017,"1,183.00","1,175.00","1,200.00","1,168.80",3.40K,1.74%
22-08-2017,"1,162.80","1,176.40","1,179.00","1,152.40",3.31K,-1.75%
21-08-2017,"1,183.50","1,209.90","1,225.00","1,176.20",3.51K,-1.48%
18-08-2017,"1,201.30","1,211.10","1,228.30","1,196.20",4.82K,-1.38%
17-08-2017,"1,218.10","1,198.00","1,223.00","1,172.70",4.62K,2.65%
16-08-2017,"1,186.70","1,168.00","1,198.20","1,168.00",4.79K,1.85%
14-08-2017,"1,165.20","1,132.90","1,167.50","1,128.60",3.44K,2.71%
11-08-2017,"1,134.50","1,118.70","1,139.00","1,113.60",2.90K,2.19%
10-08-2017,"1,110.20","1,113.40","1,118.80","1,094.00",3.04K,0.32%
09-08-2017,"1,106.70","1,128.00","1,139.50","1,102.20",3.71K,-2.44%
08-08-2017,"1,134.40","1,165.90","1,168.10","1,130.50",3.41K,-2.32%
07-08-2017,"1,161.40","1,162.50","1,167.20","1,134.70",2.87K,-0.71%
04-08-2017,"1,169.70","1,156.60","1,179.10","1,142.40",5.30K,2.18%
03-08-2017,"1,144.80","1,139.00","1,156.00","1,115.50",4.36K,0.57%
02-08-2017,"1,138.30","1,169.00","1,170.00","1,127.00",5.44K,-0.11%
01-08-2017,"1,139.50","1,128.50","1,139.50","1,061.10",4.26K,4.94%
31-07-2017,"1,085.90","1,075.50","1,085.90","1,075.50",0.02K,3.99%
28-07-2017,"1,044.20","1,065.50","1,065.50","1,034.70",0.40K,-1.33%
27-07-2017,"1,058.30","1,032.40","1,063.00","1,028.00",0.72K,3.25%
26-07-2017,"1,025.00","1,030.20","1,036.90","1,018.80",1.04K,-1.70%
25-07-2017,"1,042.70","1,017.90","1,046.10","1,011.00",2.99K,2.76%
24-07-2017,"1,014.70",982,"1,014.70",982,2.27K,4.00%
21-07-2017,975.7,975,980.2,970.6,1.92K,-0.44%
20-07-2017,980,972.6,985,970,2.33K,0.67%
19-07-2017,973.5,957.1,975.7,953.2,2.29K,1.81%
18-07-2017,956.2,953,958.5,946,1.87K,0.03%
17-07-2017,955.9,966.1,969.9,953.5,2.07K,-0.49%
14-07-2017,960.6,947.5,964,946.5,2.69K,1.82%
13-07-2017,943.4,944.1,946,932.4,2.29K,-0.49%
12-07-2017,948,942,951.9,937.3,1.99K,0.63%
11-07-2017,942.1,942,953,939.5,2.13K,0.28%
10-07-2017,939.5,933.9,941,930,1.26K,0.04%
07-07-2017,939.1,926.3,942,923,2.57K,0.64%
06-07-2017,933.1,915,936,912,2.75K,2.24%
05-07-2017,912.7,893.1,917.8,890,1.87K,2.10%
04-07-2017,893.9,886.6,895,881,1.46K,0.78%
03-07-2017,887,897,899.9,881,1.84K,1.43%
30-06-2017,874.5,883,891.6,870,0.45K,-0.95%
29-06-2017,882.9,875,888.6,875,0.43K,0.67%
28-06-2017,877,889,894.2,875.1,0.89K,-1.24%
27-06-2017,888,904,904.6,883.9,1.15K,-2.27%
23-06-2017,908.6,923,923,905.8,1.42K,-2.00%
22-06-2017,927.1,927.5,929.4,919.7,1.13K,-0.06%
21-06-2017,927.7,921,930,914.3,1.68K,0.51%
20-06-2017,923,923.3,930,918,1.40K,0.13%
19-06-2017,921.8,915,924.6,911,1.33K,-0.11%
16-06-2017,922.8,935.7,935.7,921.2,1.24K,-0.53%
15-06-2017,927.7,932.1,938,924.8,1.68K,-0.13%
14-06-2017,928.9,915,933.5,914.1,1.46K,1.38%
13-06-2017,916.3,907,918.8,901.6,1.58K,0.90%
12-06-2017,908.1,915.1,918.8,905.6,1.19K,-1.30%
09-06-2017,920.1,912,927,909.1,1.62K,1.46%
08-06-2017,906.9,903.1,911.8,901.2,1.18K,0.67%
07-06-2017,900.9,899.8,909.9,899,1.32K,0.35%
06-06-2017,897.8,899,907.8,886,1.48K,-0.31%
05-06-2017,900.6,912.7,916,899.3,1.48K,-2.53%
02-06-2017,924,934.2,938.8,917.4,1.06K,-1.18%
01-06-2017,935,938.1,942.7,932.2,1.14K,-2.42%
31-05-2017,958.2,968.1,980.9,958.1,0.44K,-3.99%
30-05-2017,998,"1,059.70","1,059.80",998,0.44K,-3.99%
29-05-2017,"1,039.50","1,018.90","1,041.00","1,013.20",0.62K,3.80%
26-05-2017,"1,001.40",963.4,"1,001.90",963.2,0.62K,3.94%
25-05-2017,963.4,955.5,968,954.1,0.68K,0.54%
24-05-2017,958.2,943.6,965,941.6,1.29K,1.55%
23-05-2017,943.6,943.4,948.5,935,1.02K,-0.08%
22-05-2017,944.4,941.2,947,916.1,1.53K,0.43%
19-05-2017,940.4,955.6,959.5,938.3,1.28K,-2.18%
18-05-2017,961.4,958,964.7,956.1,1.08K,-0.32%
17-05-2017,964.5,951.9,967.5,949.5,1.24K,1.06%
16-05-2017,954.4,950.2,960,947,1.07K,-0.44%
15-05-2017,958.6,950.1,960.7,937.6,1.36K,1.46%
12-05-2017,944.8,927.8,954.5,926,1.73K,1.53%
11-05-2017,930.6,913.5,934,913.4,1.35K,2.04%
10-05-2017,912,936.2,939.3,910,1.54K,-2.52%
09-05-2017,935.6,906.8,938,906.8,2.13K,3.10%
08-05-2017,907.5,906.6,912.8,903.1,1.23K,-0.83%
05-05-2017,915.1,915.5,927,911.6,1.57K,-0.19%
04-05-2017,916.8,923.9,927,912.3,1.09K,-0.51%
03-05-2017,921.5,922.3,931.8,913.5,1.21K,-0.79%
02-05-2017,928.8,948.5,951,925.3,1.63K,-1.55%
28-04-2017,943.4,924.5,953.6,921.7,0.59K,1.89%
27-04-2017,925.9,935,938,920,0.50K,-1.15%
26-04-2017,936.7,927.2,937.5,923,0.86K,0.88%
25-04-2017,928.5,937.3,937.3,926.7,1.13K,-1.05%
24-04-2017,938.4,944.1,945.6,935,1.40K,-1.03%
21-04-2017,948.2,946.1,954,944.6,0.98K,0.39%
20-04-2017,944.5,944,952,941.6,0.96K,0.25%
19-04-2017,942.1,956.1,960,932.9,1.94K,-1.78%
18-04-2017,959.2,964.6,970,956,1.14K,-0.83%
17-04-2017,967.2,990,992,965.5,1.48K,-2.45%
13-04-2017,991.5,986.2,993.5,983.1,0.96K,0.78%
12-04-2017,983.8,982,987,980,1.02K,0.58%
11-04-2017,978.1,985.4,990.8,976,1.12K,-1.08%
10-04-2017,988.8,995.2,"1,004.80",985.7,1.67K,-0.57%
07-04-2017,994.5,995.9,998.3,988.6,0.90K,-0.13%
06-04-2017,995.8,999,"1,004.50",994.1,1.20K,-0.42%
05-04-2017,"1,000.00",989.9,"1,008.60",989.9,1.73K,0.91%
03-04-2017,991,994.1,999,982,0.93K,0.78%
31-03-2017,983.3,985.5,989.9,980.1,0.18K,-0.25%
30-03-2017,985.8,992.5,"1,001.70",984.2,0.47K,-0.68%
29-03-2017,992.5,973,995.5,973,0.61K,2.06%
28-03-2017,972.5,964.8,975,964,0.52K,0.44%
27-03-2017,968.2,972,978,966.1,1.17K,-0.61%
24-03-2017,974.1,967.8,976.7,965.5,1.52K,0.80%
23-03-2017,966.4,965.8,974.7,963.5,1.26K,-0.10%
22-03-2017,967.4,986.5,990,964.4,1.55K,-2.19%
21-03-2017,989.1,994.9,998.5,987.3,1.15K,-0.52%
20-03-2017,994.3,995.3,"1,003.50",992.9,0.79K,-0.38%
17-03-2017,998.1,"1,007.70","1,008.80",995.5,1.14K,-0.62%
16-03-2017,"1,004.30","1,004.10","1,008.60",998.1,1.27K,0.04%
15-03-2017,"1,003.90","1,026.00","1,026.00","1,001.00",1.59K,-1.96%
14-03-2017,"1,024.00","1,020.00","1,030.20","1,017.00",0.74K,0.23%
10-03-2017,"1,021.60","1,025.10","1,028.20","1,018.50",0.84K,-0.26%
09-03-2017,"1,024.30","1,026.00","1,026.90","1,016.00",1.15K,-0.21%
08-03-2017,"1,026.50","1,036.50","1,036.50","1,022.70",1.24K,-0.99%
07-03-2017,"1,036.80","1,040.00","1,040.70","1,032.60",1.03K,-0.42%
06-03-2017,"1,041.20","1,045.00","1,050.40","1,038.90",1.19K,-0.08%
03-03-2017,"1,042.00","1,043.20","1,045.30","1,036.50",0.96K,-0.31%
02-03-2017,"1,045.20","1,049.40","1,056.00","1,040.50",1.96K,0.27%
01-03-2017,"1,042.40","1,042.10","1,048.00","1,032.20",1.53K,1.24%
28-02-2017,"1,029.60","1,011.50","1,033.00","1,006.20",0.32K,2.19%
27-02-2017,"1,007.50","1,014.50","1,016.40","1,006.30",0.74K,-0.14%
23-02-2017,"1,008.90","1,016.50","1,016.50","1,008.00",1.45K,-0.88%
22-02-2017,"1,017.90","1,013.00","1,023.80","1,010.10",1.59K,0.33%
21-02-2017,"1,014.60","1,021.40","1,022.10","1,014.10",1.25K,-0.45%
20-02-2017,"1,019.20","1,021.00","1,025.70","1,007.10",1.55K,-0.95%
17-02-2017,"1,029.00","1,025.30","1,034.40","1,023.10",0.90K,0.16%
16-02-2017,"1,027.40","1,027.90","1,030.10","1,018.00",0.93K,-0.08%
15-02-2017,"1,028.20","1,047.00","1,047.20","1,017.00",1.52K,-1.61%
14-02-2017,"1,045.00","1,046.60","1,046.60","1,036.00",0.94K,0.14%
13-02-2017,"1,043.50","1,029.70","1,047.30","1,029.70",1.71K,1.62%
10-02-2017,"1,026.90","1,032.00","1,032.40","1,025.30",0.85K,-0.51%
09-02-2017,"1,032.20","1,033.00","1,034.30","1,024.90",1.15K,-0.11%
08-02-2017,"1,033.30","1,030.00","1,037.10","1,027.00",1.21K,0.17%
07-02-2017,"1,031.50","1,010.30","1,037.10","1,010.20",1.86K,2.13%
06-02-2017,"1,010.00","1,003.00","1,010.90","1,001.60",1.06K,1.11%
03-02-2017,998.9,"1,005.30","1,007.40",995.5,1.17K,-0.41%
02-02-2017,"1,003.00","1,010.80","1,012.70","1,001.80",0.90K,-0.80%
01-02-2017,"1,011.10","1,003.00","1,016.50","1,003.00",1.00K,0.96%
31-01-2017,"1,001.50","1,005.00","1,005.00",985,1.66K,-0.36%
30-01-2017,"1,005.10","1,007.10","1,014.40","1,004.10",0.56K,-0.29%
27-01-2017,"1,008.00","1,003.70","1,018.80","1,002.00",0.97K,0.79%
25-01-2017,"1,000.10","1,000.10","1,005.50",997,1.56K,0.26%
24-01-2017,997.5,"1,007.30","1,012.60",997.1,1.95K,-0.93%
23-01-2017,"1,006.90","1,003.00","1,012.60","1,001.50",1.39K,0.32%
20-01-2017,"1,003.70","1,029.40","1,034.00","1,001.00",2.36K,-2.46%
19-01-2017,"1,029.00","1,024.00","1,029.30","1,022.00",0.73K,0.78%
18-01-2017,"1,021.00","1,017.00","1,024.40","1,016.20",1.12K,0.47%
17-01-2017,"1,016.20","1,029.00","1,030.50","1,015.20",1.49K,-1.32%
16-01-2017,"1,029.80","1,038.00","1,039.20","1,019.50",1.46K,-1.28%
13-01-2017,"1,043.10","1,034.80","1,044.20","1,031.10",1.22K,1.04%
12-01-2017,"1,032.40","1,025.40","1,036.00","1,023.40",1.44K,0.58%
11-01-2017,"1,026.40","1,028.60","1,033.90","1,020.30",1.74K,0.14%
10-01-2017,"1,025.00","1,043.00","1,047.50","1,018.70",2.71K,-2.00%
09-01-2017,"1,045.90","1,055.00","1,058.70","1,043.10",1.90K,-0.96%
06-01-2017,"1,056.00","1,042.00","1,058.00","1,034.00",2.01K,1.57%
05-01-2017,"1,039.70","1,042.90","1,048.80","1,038.50",1.47K,-0.26%
04-01-2017,"1,042.40","1,052.60","1,056.20","1,033.50",2.11K,-0.55%
03-01-2017,"1,048.20","1,071.50","1,071.50","1,048.20",1.98K,-1.90%
02-01-2017,"1,068.50","1,048.60","1,070.50","1,048.00",2.31K,1.86%
30-12-2016,"1,049.00","1,027.10","1,049.00","1,019.30",1.58K,1.90%
29-12-2016,"1,029.40","1,027.30","1,037.70","1,020.40",0.51K,0.39%
28-12-2016,"1,025.40","1,035.80","1,036.00","1,021.90",1.01K,-0.48%
27-12-2016,"1,030.30","1,005.90","1,033.80","1,005.10",1.07K,2.62%
26-12-2016,"1,004.00","1,024.00","1,024.10","1,002.30",3.19K,-2.44%
23-12-2016,"1,029.10","1,032.60","1,044.90","1,022.50",2.19K,-0.38%
22-12-2016,"1,033.00","1,045.10","1,052.00","1,021.20",2.71K,-1.35%
21-12-2016,"1,047.10","1,028.00","1,049.40","1,028.00",2.17K,2.15%
20-12-2016,"1,025.10","1,029.90","1,033.30","1,016.30",1.98K,-0.36%
19-12-2016,"1,028.80","1,005.90","1,028.80","1,005.90",1.78K,2.93%
16-12-2016,999.5,998,"1,012.60",995.3,1.92K,-0.05%
15-12-2016,"1,000.00","1,006.00","1,016.00",993,1.58K,-0.50%
14-12-2016,"1,005.00","1,009.00","1,026.60",999.9,2.88K,-0.46%
13-12-2016,"1,009.60",976.7,"1,009.60",973.2,1.75K,4.13%
09-12-2016,969.6,959.4,974,958.8,1.17K,1.32%
08-12-2016,957,963.9,969.8,950.9,1.55K,-0.42%
07-12-2016,961,977.1,980,958,1.39K,-1.81%
06-12-2016,978.7,982,986.9,974,1.29K,-0.37%
05-12-2016,982.3,962.5,984.8,960.1,1.16K,0.85%
02-12-2016,974,981.7,992,969.2,1.72K,-0.75%
01-12-2016,981.4,957.4,981.5,957.1,1.62K,1.96%
30-11-2016,962.5,955.1,968.9,948,2.06K,0.74%
29-11-2016,955.4,964.2,978.3,950.9,1.25K,-1.51%
28-11-2016,970,937.1,970,932.7,1.22K,2.91%
25-11-2016,942.6,934,948.5,918.2,1.76K,1.06%
24-11-2016,932.7,913.3,934,911.1,2.60K,2.21%
23-11-2016,912.5,917,934.3,908,1.84K,-1.01%
22-11-2016,921.8,952.4,962.1,921.8,1.80K,-3.11%
21-11-2016,951.4,963.9,965.8,947.2,1.39K,-1.76%
18-11-2016,968.4,973,994,967.1,2.18K,-0.35%
17-11-2016,971.8,980,990,967.1,1.79K,-0.23%
16-11-2016,974,997.2,"1,006.90",971.7,2.31K,0.60%
15-11-2016,968.2,958.9,968.2,958.9,0.62K,4.55%
11-11-2016,926.1,918,943.5,916.9,1.36K,1.21%
10-11-2016,915,935,935,909.5,2.10K,-2.17%
09-11-2016,935.3,957,957,935.3,2.01K,-3.85%
08-11-2016,972.8,960.1,978,955.7,2.57K,1.44%
07-11-2016,959,960.1,978.2,955.4,2.65K,-0.60%
04-11-2016,964.8,932,968.3,930.3,3.02K,3.53%
03-11-2016,931.9,944.9,946.2,927,1.95K,-1.38%
02-11-2016,944.9,952,955.2,943,1.95K,-0.85%
01-11-2016,953,916.5,953,915.3,2.57K,4.03%
30-10-2016,916.1,916.5,918.9,914.7,0.41K,0.31%
28-10-2016,913.3,900.8,913.3,895.1,1.42K,1.43%
27-10-2016,900.4,904.9,908.1,898.5,0.49K,-0.35%
26-10-2016,903.6,894.1,905.6,888,1.01K,1.18%
25-10-2016,893.1,893.3,897.9,890.2,1.06K,0.15%
24-10-2016,891.8,903.5,906.3,889.1,2.71K,-1.39%
21-10-2016,904.4,912.9,916,902,1.25K,-0.89%
20-10-2016,912.5,912.5,915.5,907.3,1.31K,-0.12%
19-10-2016,913.6,924.8,927.9,909,1.84K,-1.18%
18-10-2016,924.5,921.4,930,919,2.11K,1.28%
17-10-2016,912.8,906.5,925.6,906.5,2.56K,0.69%
14-10-2016,906.5,884.3,906.9,884,2.43K,2.49%
13-10-2016,884.5,870.1,884.5,869.6,1.81K,1.96%
10-10-2016,867.5,866.8,871.5,863.2,0.87K,-0.17%
07-10-2016,869,867.2,870.5,856.7,1.23K,0.13%
06-10-2016,867.9,861,868,852.8,1.51K,1.15%
05-10-2016,858,869.1,872.8,856.1,1.61K,-1.37%
04-10-2016,869.9,882,886.2,866,1.68K,-0.67%
03-10-2016,875.8,872,881.4,871.5,1.49K,0.79%
30-09-2016,868.9,852,868.9,850.1,2.18K,2.19%
29-09-2016,850.3,862,866.1,845.4,0.82K,-1.44%
28-09-2016,862.7,855.9,866.3,854.2,1.15K,0.92%
27-09-2016,854.8,869,872.7,851,2.17K,-1.63%
26-09-2016,869,878.3,881.7,868.4,2.02K,-1.35%
23-09-2016,880.9,878,881.2,874.9,1.71K,0.59%
22-09-2016,875.7,883.6,885,875.1,1.69K,-0.82%
21-09-2016,882.9,884,887,881.8,1.07K,0.03%
20-09-2016,882.6,891,895.4,881,1.95K,-0.90%
19-09-2016,890.6,895,895,887.3,1.43K,-0.82%
16-09-2016,898,901.4,904,896.8,1.20K,-0.29%
15-09-2016,900.6,908.2,912.2,899.4,1.46K,-0.95%
14-09-2016,909.2,905.1,909.5,904,1.22K,0.64%
12-09-2016,903.4,903.4,903.4,903.4,,0.27%
09-09-2016,901,900.9,907.3,898.6,1.38K,0.00%
08-09-2016,901,908.6,916.5,897.2,2.44K,-1.08%
07-09-2016,910.8,905.1,913.7,899.4,1.93K,0.75%
06-09-2016,904,891.7,908.4,886.8,2.09K,0.89%
02-09-2016,896,888,896.6,883.8,1.67K,0.96%
01-09-2016,887.5,907,909.5,886.7,2.19K,-2.05%
31-08-2016,906.1,888.4,906.1,886.7,1.83K,1.83%
30-08-2016,889.8,879,890.4,879,0.71K,0.99%
29-08-2016,881.1,887.8,889.7,877.9,0.81K,-0.78%
26-08-2016,888,880.3,891.4,878.9,0.84K,0.79%
25-08-2016,881,898.7,898.7,874.1,1.89K,-2.07%
24-08-2016,899.6,903,908.3,898.3,1.90K,-0.16%
23-08-2016,901,880.5,907.9,880.5,2.58K,2.21%
22-08-2016,881.5,886.8,887.5,880.2,1.72K,-0.60%
19-08-2016,886.8,888.5,891.7,880.3,1.74K,-0.14%
18-08-2016,888,891.7,897.5,887.3,1.12K,-0.34%
17-08-2016,891,896.8,898.9,890.7,1.91K,-0.29%
16-08-2016,893.6,906,912.5,893.6,2.48K,-1.26%
12-08-2016,905,905.1,912.5,904.3,2.43K,-0.10%
11-08-2016,905.9,911.1,911.1,897.3,2.76K,-0.88%
10-08-2016,913.9,909.4,918.9,905.3,2.67K,0.82%
09-08-2016,906.5,900.1,908.8,896.6,3.52K,1.01%
08-08-2016,897.4,921.2,923,896.5,4.08K,-3.53%
05-08-2016,930.2,927,938.7,923.4,3.46K,0.08%
04-08-2016,929.5,941.8,947.4,926.3,3.81K,-1.12%
03-08-2016,940,926.7,942.1,921.1,5.35K,0.67%
02-08-2016,933.7,942,957.5,932.5,5.43K,-0.22%
01-08-2016,935.8,922.9,936,915.6,3.81K,3.03%
29-07-2016,908.3,908.9,913.6,890.1,4.01K,0.50%
28-07-2016,903.8,930.5,940.2,901.1,0.76K,-2.27%
27-07-2016,924.8,939.9,943,921.2,0.72K,-2.18%
26-07-2016,945.4,956.5,965,933.7,1.89K,-1.29%
25-07-2016,957.8,950,981.4,941,3.39K,0.10%
22-07-2016,956.8,932.9,958.9,928.3,3.98K,2.91%
21-07-2016,929.7,917,937.7,917,3.77K,1.54%
20-07-2016,915.6,936.8,946,911,6.07K,-1.50%
19-07-2016,929.5,896.1,938,896.1,4.92K,1.87%
18-07-2016,912.4,886.1,912.4,882.5,4.64K,3.80%
15-07-2016,879,862,881.5,858.3,2.80K,2.13%
14-07-2016,860.7,868.8,873,855.3,2.68K,-1.01%
13-07-2016,869.5,862,870,852.3,2.77K,1.46%
12-07-2016,857,850,861.8,847.6,2.70K,1.42%
11-07-2016,845,850,854.1,839.2,1.77K,0.17%
08-07-2016,843.6,831.3,846.5,828.6,2.62K,1.43%
07-07-2016,831.7,838,842,831.7,1.34K,-0.19%
05-07-2016,833.3,832,838,828.5,1.33K,0.33%
04-07-2016,830.6,840.2,842,830.4,1.54K,-0.43%
01-07-2016,834.2,836,844.5,833.4,2.13K,0.12%
30-06-2016,833.2,821,833.2,818,1.72K,1.18%
29-06-2016,823.5,818.5,827,816.8,0.63K,0.30%
28-06-2016,821,822.7,826.3,818,0.78K,0.06%
27-06-2016,820.5,838.9,840,818.5,1.11K,-2.17%
24-06-2016,838.7,839,843.8,835.1,1.23K,0.16%
23-06-2016,837.4,838.7,843,833.1,1.19K,-0.53%
22-06-2016,841.9,848.3,854.3,837.7,1.76K,-1.02%
21-06-2016,850.6,851.9,854.3,841.2,1.66K,-0.05%
20-06-2016,851,838,859.5,838,1.76K,0.83%
17-06-2016,844,825,845.4,825,1.56K,1.78%
16-06-2016,829.2,855.3,857.6,825.6,2.07K,-2.45%
15-06-2016,850,845,855.8,843.6,1.76K,1.36%
14-06-2016,838.6,831,841.7,831,1.34K,0.74%
13-06-2016,832.4,841,841,831.3,1.23K,-1.98%
10-06-2016,849.2,851,852.7,840.4,1.45K,-0.09%
09-06-2016,850,852,858.6,849,1.12K,-0.08%
08-06-2016,850.7,846.7,856.8,846.7,1.36K,0.37%
07-06-2016,847.6,857.9,859.5,846.6,1.67K,-0.98%
06-06-2016,856,865,870.6,855.3,2.25K,-2.17%
03-06-2016,875,880,884.3,872.3,1.77K,-0.28%
02-06-2016,877.5,868,879.6,866,1.42K,1.09%
01-06-2016,868,879,879.6,868,1.31K,-0.97%
31-05-2016,876.5,867,885.3,867,2.27K,0.76%
30-05-2016,869.9,853,870,853,0.24K,1.39%
27-05-2016,858,862.8,866,850,0.93K,-0.69%
26-05-2016,864,867.5,870.2,861.2,0.54K,-0.53%
25-05-2016,868.6,873.7,875.2,867,1.43K,-0.09%
24-05-2016,869.4,875,876.2,864.7,1.15K,-0.65%
23-05-2016,875.1,870,876,862.3,1.51K,0.83%
20-05-2016,867.9,887.9,887.9,866.7,1.58K,-2.32%
19-05-2016,888.5,892.1,894,885,1.12K,-0.73%
18-05-2016,895,870,895.6,870,2.43K,3.03%
17-05-2016,868.7,873.5,875.8,865,0.86K,-0.26%
16-05-2016,871,869.9,874,864.3,0.84K,0.74%
13-05-2016,864.6,860,871.1,854.7,1.25K,0.13%
12-05-2016,863.5,877.8,877.8,855.4,1.64K,-0.97%
11-05-2016,872,862,880.5,860.6,1.27K,0.62%
10-05-2016,866.6,872,874.8,864.3,1.09K,-1.32%
09-05-2016,878.2,880.4,885.6,871.8,1.78K,0.01%
06-05-2016,878.1,861.7,884,860.4,2.80K,1.66%
05-05-2016,863.8,864.4,868.4,856.7,2.09K,-0.10%
04-05-2016,864.7,860,873.1,852.6,2.68K,0.03%
03-05-2016,864.4,890,890,862.4,2.82K,-2.80%
02-05-2016,889.3,870.1,889.3,870.1,2.05K,2.94%
29-04-2016,863.9,861,863.9,853,1.35K,0.57%
28-04-2016,859,854.5,861.8,847.1,0.82K,0.56%
27-04-2016,854.2,850,867,847.4,1.05K,1.09%
26-04-2016,845,844,849.9,836,1.59K,-0.20%
25-04-2016,846.7,892,892,845.9,2.35K,-3.78%
22-04-2016,880,858,883.7,858,2.24K,2.56%
21-04-2016,858,855.1,864.8,850.9,1.25K,-0.12%
20-04-2016,859,854.5,865.2,849.2,1.69K,0.88%
18-04-2016,851.5,842.6,858,832.6,1.79K,1.73%
13-04-2016,837,837,847.4,827.1,2.42K,0.36%
12-04-2016,834,805.8,835.2,804.3,2.76K,3.81%
11-04-2016,803.4,795.6,806,795.6,1.65K,0.74%
08-04-2016,797.5,800.5,808.8,792.3,1.98K,-0.91%
07-04-2016,804.8,804,812.9,800.7,1.86K,-0.20%
06-04-2016,806.4,801.9,814.7,799.9,2.11K,0.70%
05-04-2016,800.8,824.8,824.8,798.4,2.56K,-2.72%
04-04-2016,823.2,823.9,832.3,820,1.79K,0.76%
01-04-2016,817,838.8,842,816.4,1.55K,-2.65%
31-03-2016,839.2,801.3,839.2,800.1,2.63K,4.12%
30-03-2016,806,835.6,842.6,805.6,1.14K,-4.10%
29-03-2016,840.5,842.3,845.9,836,0.65K,-0.53%
28-03-2016,845,828,851,826,1.27K,2.24%
23-03-2016,826.5,824,832,817.7,1.80K,0.18%
22-03-2016,825,844,848.1,813.6,3.44K,-2.45%
21-03-2016,845.7,871.6,874.8,845,2.17K,-2.68%
18-03-2016,869,872.1,874.8,867.5,1.69K,-0.34%
17-03-2016,872,875.3,877.5,867.8,3.01K,0.11%
16-03-2016,871,889.9,889.9,867.5,2.18K,-1.97%
15-03-2016,888.5,882.5,889,881,1.39K,0.83%
14-03-2016,881.2,898.9,903.7,880,1.97K,-1.96%
11-03-2016,898.8,896,903.7,891.5,1.25K,0.63%
10-03-2016,893.2,902,906.8,891,1.49K,-1.23%
09-03-2016,904.3,902.7,908.4,897.4,1.29K,0.59%
08-03-2016,899,912.9,916.9,892.6,2.05K,-1.32%
04-03-2016,911,911,911,911,,0.66%
29-02-2016,905,924.1,929.7,903,0.85K,-2.57%
26-02-2016,928.9,937,940.2,928.9,0.85K,-0.93%
25-02-2016,937.6,940.8,943.8,937,1.10K,-0.27%
24-02-2016,940.1,943.7,944.5,932.3,1.67K,0.14%
23-02-2016,938.8,934.7,945.9,927,2.79K,0.54%
22-02-2016,933.8,940.1,944,931.1,4.26K,-0.45%
19-02-2016,938,943,948.5,936.2,1.84K,-0.78%
18-02-2016,945.4,943,953.8,936,2.37K,0.13%
17-02-2016,944.2,937.5,945,923.1,2.08K,1.01%
16-02-2016,934.8,946.6,946.6,927.2,2.12K,-0.56%
15-02-2016,940.1,907.1,940.7,906.3,2.84K,3.99%
12-02-2016,904,909.8,909.8,893.5,1.88K,-0.33%
11-02-2016,907,899.2,908.3,896.3,1.16K,0.93%
10-02-2016,898.6,909.3,916.6,896.8,1.49K,-1.08%
09-02-2016,908.4,918,931,905.8,2.41K,-0.94%
08-02-2016,917,905.9,922,905.9,1.97K,1.38%
05-02-2016,904.5,917,917.7,901.1,1.75K,-1.40%
04-02-2016,917.3,898.9,919,896,2.44K,2.04%
03-02-2016,899,880.9,902,876.5,1.76K,2.25%
02-02-2016,879.2,876.9,884.9,876.6,1.03K,0.37%
01-02-2016,876,885.5,891.9,875.1,1.46K,-1.33%
29-01-2016,887.8,863.3,887.8,861,2.19K,2.87%
28-01-2016,863,861.7,867,859.8,0.74K,0.02%
27-01-2016,862.8,870.3,871.5,862.8,1.58K,-0.66%
25-01-2016,868.5,875.8,877.8,867,2.00K,-0.80%
22-01-2016,875.5,873.5,882.4,871.5,4.10K,-0.08%
21-01-2016,876.2,878,878.8,871.7,3.46K,-0.34%
20-01-2016,879.2,877.2,879.2,871,1.05K,0.14%
19-01-2016,878,874.6,880,874.5,1.17K,0.39%
18-01-2016,874.6,870,876.3,869.4,1.03K,-0.25%
15-01-2016,876.8,880,880.8,875,1.17K,-0.43%
14-01-2016,880.6,865.1,883,865.1,2.33K,1.51%
13-01-2016,867.5,876.9,878.5,866.5,1.48K,-1.07%
12-01-2016,876.9,869.1,877.3,867,1.50K,0.63%
11-01-2016,871.4,887,887.2,871,1.61K,-1.54%
08-01-2016,885,884,888.5,880.5,1.48K,0.44%
07-01-2016,881.1,891.4,892.6,876.3,2.16K,-1.27%
06-01-2016,892.4,893,896.6,888.7,1.27K,-0.12%
05-01-2016,893.5,892.9,901.4,892,1.27K,0.06%
